16575,0
16734,16575
16728,16734
16959,16734
16731,16734
16730,16734
16733,16734
16729,16734
16958,16734
17165,16734
17167,16734
16727,16734
16732,16734
31305,16575
16974,16575
84019,16974
80490,16974
81053,16974
82755,16974
16972,16974
80064,16974
16971,16974
16973,16974
79616,16974
17263,16575
17261,16575
17139,16575
17133,17139
17132,17139
17138,17139
29993,16575
29996,29993
30003,29993
29994,29993
29998,29993
30006,29993
30001,29993
30004,29993
28429,29993
30000,29993
29995,29993
29997,29993
30005,29993
17065,16575
17269,17065
17268,17065
19642,17065
19754,17065
17067,17065
20813,17065
17066,17065
20814,17065
19755,17065
17068,17065
51784,17065
30195,17065
36299,17065
31042,17065
62565,17065
17069,17065
24908,16575
21940,16575
17203,16575
30748,16575
17419,16575
29957,16575
29958,29957
4226,16575
20812,16575
24909,20812
19210,20812
21518,20812
21507,20812
16752,16575
16755,16752
16753,16752
17274,16752
17416,16752
16756,16752
17267,16752
16754,16752
16761,16752
17275,16575
16966,16575
17133,16966
16998,16966
17211,16966
16968,16966
16999,16966
17217,16966
17164,16966
33194,16966
33195,16966
16969,16966
17212,16966
17856,16966
17266,16966
17208,16966
20146,16966
16967,16966
17171,16966
17223,16966
20462,16966
17289,16966
17287,16966
17511,16966
17163,16966
17210,16966
17147,16966
17191,16966
20228,16966
16970,16966
17288,16966
37776,16575
17262,16575
30620,16575
17265,16575
79229,16575
16577,16575
8799,16577
18785,16577
21919,16577
18252,16577
21921,16577
20487,16577
17317,16577
8892,16577
20488,16577
19803,16577
19920,16577
8922,16577
20297,16577
18961,16577
11762,16577
11623,16577
18789,16577
19748,16577
21807,16577
20497,16577
18618,16577
20089,16577
18971,16577
18247,16577
3828,16577
19808,16577
9559,16577
18970,16577
18436,16577
8919,16577
21076,16577
18236,16577
21805,16577
9381,16577
19737,16577
17685,16577
17411,16577
18438,16577
21809,16577
37933,16577
9444,16577
17315,16577
17683,16577
18776,16577
17414,16577
19745,16577
17691,16577
3092,16577
9593,16577
9595,16577
21906,16577
18421,16577
3000,16577
3143,16577
21910,16577
17421,16577
21802,16577
18270,16577
84203,16577
21200,16577
21092,16577
20092,16577
8947,16577
9176,16577
18967,16577
18783,16577
21096,16577
18966,16577
21922,16577
21908,16577
18780,16577
38410,16577
10052,16577
10060,16577
18266,16577
10073,16577
19739,16577
21813,16577
10093,16577
21916,16577
20194,16577
10103,16577
21080,16577
10112,16577
10140,16577
21819,16577
9227,16577
19730,16577
17406,16575
17350,16575
37243,17350
10455,17350
30294,17350
39387,17350
10465,17350
33929,17350
17905,17350
17876,17350
22395,17350
26009,17350
23169,17350
17264,16575
31807,16575
16576,16575
17961,16576
17235,16576
8906,16576
26481,16576
26482,16576
17176,16576
17178,16576
2859,16576
9012,16576
17186,16576
17188,16576
17187,16576
3031,16576
26484,16576
26483,16576
17182,16576
17184,16576
12118,16576
17240,16576
18634,16576
17271,16576
17172,16576
17173,16576
11779,16576
26485,16576
26486,16576
26487,16576
26488,16576
17433,16576
17241,16576
17242,16576
20450,16576
20449,16576
17243,16576
10461,16576
46019,16576
17180,16576
16674,16576
17148,16576
9534,16576
17174,16576
17175,16576
11778,16576
3534,16576
3554,16576
19687,16576
18639,16576
81724,16576
17226,16576
9906,16576
17237,9906
35890,9906
17236,9906
17239,9906
17238,9906
17177,16576
17179,16576
3733,16576
17183,16576
17185,16576
3757,16576
17960,16576
17189,16576
17403,16576
20448,16576
17348,16576
3886,16576
26489,16576
26490,16576
17181,16576
17149,16575
37777,16575
16965,16575
20551,16965
20552,16965
16962,16965
20550,16965
16961,16965
16963,16965
16964,16965
17279,16575
16751,16575
19641,16751
16758,16751
16757,16751
16760,16751
16759,16751
16762,16751
14674,0
83099,14674
79538,14674
81574,79538
81996,79538
11717,79538
79537,79538
83444,14674
25874,14674
37072,14674
78936,14674
26139,78936
84076,78936
84092,78936
26138,78936
84108,78936
82744,78936
84104,78936
31545,78936
78937,14674
15486,78937
49280,15486
42675,15486
26644,15486
84110,15486
53043,15486
15492,15486
15490,15486
39644,15486
47527,15486
15493,15486
15491,15486
15488,15486
15487,15486
15512,15486
54443,15486
81819,78937
26663,78937
78934,78937
84076,78934
84192,78934
84092,78934
82864,78934
84180,78934
80139,78934
84108,78934
17286,78934
17874,78934
17875,78934
80479,78934
18754,78934
84104,78934
83433,78934
84211,78934
30902,78934
80345,78934
12414,78934
84182,78934
83076,78934
83077,78934
66258,78934
84205,78934
84212,78934
17873,78934
63744,78934
72811,78934
84214,78934
10705,78934
15520,10705
9935,10705
78899,14674
83414,78899
83519,78899
46460,78899
45293,78899
31306,78899
17152,78899
35673,17152
81004,17152
81764,17152
29457,17152
15562,17152
51493,17152
35888,17152
3686,17152
15554,3686
15556,3686
15557,3686
15553,3686
15555,3686
77725,3686
46477,17152
15566,17152
29612,17152
1027,17152
31863,17152
77662,17152
15558,17152
60368,15558
80931,15558
15559,15558
15561,15558
33672,15558
82916,15558
3439,15558
31302,15558
15560,15558
51753,15558
80578,51753
39096,15558
39615,15558
80579,39615
20149,15558
31546,15558
72234,15558
56889,15558
31388,17152
3674,17152
42631,17152
83343,17152
83344,83343
82869,83343
32433,17152
15564,17152
35671,17152
17209,78899
84111,17209
84097,17209
17150,78899
15539,17150
31934,17150
12441,17150
21204,12441
21205,12441
21206,12441
79263,12441
21207,12441
21208,12441
31625,12441
31624,31625
21209,31625
38987,31625
39024,12441
21210,12441
21211,12441
21212,12441
55160,12441
21214,12441
37969,21214
21215,12441
28610,12441
21216,12441
21217,12441
21218,12441
21219,12441
21220,12441
21221,12441
21222,12441
21223,12441
21224,12441
21225,12441
21226,12441
21227,12441
21228,12441
21229,12441
21230,12441
21231,12441
21232,12441
21233,12441
56034,12441
21234,12441
21235,12441
21236,12441
21251,12441
21237,12441
21238,12441
21239,12441
21240,12441
39590,12441
21241,12441
21242,12441
21243,12441
21244,12441
21245,12441
21246,12441
54603,12441
21247,12441
21248,12441
40107,12441
21249,12441
21252,12441
21250,12441
29324,12441
62241,12441
21253,12441
17408,12441
52237,12441
21254,12441
30321,12441
21255,12441
32470,17150
49083,17150
17155,17150
17418,17150
15541,17150
10561,17150
31542,17150
20815,17150
15540,17150
35746,17150
17159,17150
26317,78899
80300,78899
61553,78899
81765,78899
9896,14674
81172,9896
15545,9896
49289,15545
83447,9896
15542,9896
64042,15542
83102,9896
78892,14674
